Adresse,Post nr.,Pris,År,Størrelse (m2),Værelser,Toiletter,Handel
Rulkehøjen 30,"Hjallese, 5260 Odense S",3950000.0,2024,195,8,3,Fri handel
Askvej 4,"Dyrup, 5250 Odense SV",1725000.0,2024,155,4,2,Fri handel
Tranehøjen 128,"Dyrup, 5250 Odense SV",1682500.0,2024,99,4,1,Fri handel
Kimbrerbakken 12,"Bellinge, 5250 Odense SV",3475000.0,2024,151,4,2,Fri handel
Uraniavænget 3,"Paarup, 5210 Odense NV",1850000.0,2024,120,4,2,Fri handel
"Thorkildsgade 3, 1.",5000 Odense C,2200000.0,2024,99,3,1,Fri handel
Vendersvej 4,5000 Odense C,1965000.0,2024,82,3,1,Fri handel
Klokkens Kvarter 88,"Holluf Pile, 5220 Odense SØ",1850000.0,2024,91,4,1,Fri handel
Vestre Stationsvej 88,5000 Odense C,2650000.0,2024,110,4,2,Fri handel
"Unsgaardsgade 18, st. th.",5000 Odense C,1140000.0,2024,61,2,1,Fri handel
Uglevangen 22,"Snestrup, 5210 Odense NV",1725000.0,2024,124,5,2,Fri handel
Eddavej 44,5210 Odense NV,2650000.0,2024,87,3,2,Fri handel
Musvågevej 213,"Snestrup, 5210 Odense NV",2225000.0,2024,155,6,1,Fri handel
Allerup Bygade 28,"Allerup, 5220 Odense SØ",3995000.0,2024,230,6,1,Fri handel
"Ørstedsgade 11, 2. th.",5000 Odense C,2345000.0,2024,107,3,1,Fri handel
Skt. Jørgens Gade 46,5000 Odense C,2600000.0,2024,84,3,1,Fri handel
Dyrupgårdvænget 71,"Dyrup, 5250 Odense SV",4850000.0,2024,188,6,2,Fri handel
Rugårdsvej 451,"Korup, 5210 Odense NV",3500000.0,2024,157,5,2,Fri handel
"Odeons Kvarter 21, 4. 3.",5000 Odense C,2455000.0,2024,81,2,1,Fri handel
Marstrandsvej 9,5230 Odense M,2050000.0,2024,67,2,1,Fri handel
Skjoldborgsvej 45,"Næsby, 5270 Odense N",3925000.0,2024,129,5,2,Fri handel
Kabbelejen 8,"Fraugde, 5220 Odense SØ",2865000.0,2024,147,5,2,Fri handel
Stellavej 31,"Paarup, 5210 Odense NV",2200000.0,2024,160,6,2,Fri handel
"Nørrevænget 26, 1.",5000 Odense C,2975000.0,2024,162,6,2,Fri handel
Ædelgranvænget 7,"Stige, 5270 Odense N",1395000.0,2024,110,4,1,Fri handel
Gyldenhøjen 5,"Stenløse, 5260 Odense S",4110000.0,2024,165,5,2,Fri handel
Vinkældervej 22D,5000 Odense C,2750000.0,2024,116,4,2,Fri handel
Rulkehøjen 6,"Hjallese, 5260 Odense S",1910000.0,2024,114,4,2,Fri handel
Larsen Stevns Vænge 34,5220 Odense SØ,2495000.0,2024,105,5,1,Fri handel
Grønnegyden 9,"Stige, 5270 Odense N",4450000.0,2024,211,6,2,Fri handel
Humlebivænget 99,"Hjallese, 5260 Odense S",1750000.0,2024,85,4,1,Fri handel
Grynmøllen 9,"Hjallese, 5260 Odense S",4950000.0,2024,127,6,2,Fri handel
"Nørrevænget 26, st.",5000 Odense C,2975000.0,2024,81,3,1,Fri handel
"Moltkesvej 10, 1.",5230 Odense M,2800000.0,2024,98,3,1,Fri handel
"Holsedore 18, 1. 4.",5000 Odense C,2490000.0,2024,78,2,1,Fri handel
Stellavej 17,"Paarup, 5210 Odense NV",2525000.0,2024,190,6,2,Fri handel
"Æbleparken 32, 2.","Søhus, 5270 Odense N",675000.0,2024,61,2,1,Fri handel
Skippervej 4,"Stige, 5270 Odense N",1750000.0,2024,89,5,1,Fri handel
"Ny Vestergade 12A, 1.",5000 Odense C,3117000.0,2024,111,3,1,Fri handel
Hjulets Kvarter 329,"Holluf Pile, 5220 Odense SØ",2005000.0,2024,100,4,1,Fri handel
Læssøegade 196,5230 Odense M,4800000.0,2024,136,4,2,Fri handel
"Lundemosevej 2, 3.","Seden, 5240 Odense NØ",500000.0,2024,35,1,1,Fri handel
"Odeons Kvarter 21, 13. th.",5000 Odense C,7100000.0,2024,156,4,2,Fri handel
"Skt. Jørgens Gade 71, st. th.",5000 Odense C,2065000.0,2024,76,3,1,Fri handel
Morelvej 213,"Sanderum, 5250 Odense SV",1675000.0,2024,109,5,1,Fri handel
J.L. Heibergs Vej 7,5230 Odense M,4200000.0,2024,119,5,2,Fri handel
"H. Rasmussens Vej 21, st. tv.",5000 Odense C,740000.0,2024,52,2,1,Fri handel
Myntevej 15,"Kirkendrup, 5270 Odense N",4335000.0,2024,230,8,2,Fri handel
Lindevej 21A,"Dalum, 5250 Odense SV",3150000.0,2024,140,4,1,Fri handel
Hjortetakken 43,"Bellinge, 5250 Odense SV",4625000.0,2024,180,4,2,Fri handel
Kalørvej 105,"Ejlstrup, 5200 Odense V",1400000.0,2024,158,4,1,Fri handel
Hvenekildehaven 49,"Seden, 5240 Odense NØ",2950000.0,2024,176,6,2,Fri handel
Godthåbsgade 19,5000 Odense C,3750000.0,2024,100,4,2,Fri handel
Mindelundsvej 1,"Seden, 5240 Odense NØ",1695000.0,2024,146,4,1,Fri handel
Vølvesvej 7,"Tarup, 5210 Odense NV",1650000.0,2024,100,5,2,Fri handel
Krügersvej 19C,5000 Odense C,3500000.0,2024,130,4,2,Fri handel
"Reventlowsvej 70, st. th.",5000 Odense C,1465000.0,2024,66,2,1,Fri handel
"Lundemosevej 2, 4.","Seden, 5240 Odense NØ",505000.0,2024,35,1,1,Fri handel
Odensegyden 18,"Allesø, 5270 Odense N",400000.0,2024,94,3,1,Fri handel
Vægtens Kvarter 11,"Holluf Pile, 5220 Odense SØ",2625000.0,2024,113,4,2,Fri handel
Kastanievej 53,5230 Odense M,5172500.0,2024,136,4,3,Fri handel
"Filosofgangen 86, st. tv.",5000 Odense C,2475000.0,2024,80,3,1,Fri handel
Kroggårdvej 31,"Næsby, 5270 Odense N",2115000.0,2024,135,5,1,Fri handel
Mosegårdsvej 14,5000 Odense C,3450000.0,2024,129,4,1,Fri handel
Bergsvej 2,5230 Odense M,4300000.0,2024,184,7,2,Fri handel
Gyldenhøjen 18,"Stenløse, 5260 Odense S",3550000.0,2024,154,5,2,Fri handel
Kærsagerhaven 1,"Højby, 5260 Odense S",3545000.0,2024,147,5,2,Fri handel
"Holmehusvej 36, 1. th.",5000 Odense C,1380000.0,2024,61,2,1,Fri handel
H.C. Andersens Gade 60,5000 Odense C,5750000.0,2024,177,5,2,Fri handel
"Thorsgade 9, 1.",5000 Odense C,2600000.0,2024,65,3,1,Fri handel
"Thorsgade 9, 2.",5000 Odense C,2600000.0,2024,46,3,1,Fri handel
Bakkeskråningen 17,"Næsby, 5270 Odense N",2695000.0,2024,124,5,2,Fri handel
"Thorsgade 9, st.",5000 Odense C,2600000.0,2024,56,3,1,Fri handel
"Æbleparken 160, st.","Søhus, 5270 Odense N",650000.0,2024,61,2,1,Fri handel
Kildegårdsvej 195,5240 Odense NØ,1475000.0,2024,106,4,1,Fri handel
"Thomas B. Thriges Gade 83, 4. 3.",5000 Odense C,1350000.0,2024,54,2,1,Fri handel
Skovmærkevej 13,5220 Odense SØ,2050000.0,2024,133,5,2,Fri handel
Ved Bækken 7,"Bullerup, 5320 Agedrup",3015000.0,2024,203,4,2,Fri handel
"Sdr. Boulevard 254, 2. th.",5000 Odense C,1540000.0,2024,65,3,1,Fri handel
Bragesvej 24,"Bolbro, 5200 Odense V",3800000.0,2024,103,4,2,Fri handel
"Teisensvej 45, st.",5000 Odense C,2430000.0,2024,84,3,2,Fri handel
"Teisensvej 45, 1.",5000 Odense C,2430000.0,2024,103,4,1,Fri handel
Njalsvej 155,"Højstrup, 5210 Odense NV",1585000.0,2024,87,4,1,Fri handel
Hørkrogen 6,"Næsby, 5270 Odense N",1795000.0,2024,96,4,1,Fri handel
Damhavevej 41,"Stenløse, 5260 Odense S",37268.0,2024,215,6,2,Fri handel
Byghøjvej 8,"Bellinge, 5250 Odense SV",2510000.0,2024,138,5,2,Fri handel
Stenløsevej 288,"Skt Klemens, 5260 Odense S",1350000.0,2024,116,4,1,Fri handel
Tyrsbjergvej 100,"Korup, 5210 Odense NV",135398.0,2024,189,6,1,Fri handel
Buen 8,"Bullerup, 5320 Agedrup",1600000.0,2024,161,7,2,Fri handel
Julagervænget 12,"Hjallese, 5260 Odense S",3625000.0,2024,174,5,2,Fri handel
Sandagervej 4,"Seden, 5240 Odense NØ",1400000.0,2024,92,4,1,Fri handel
Humlebivænget 19,"Hjallese, 5260 Odense S",1200000.0,2024,67,3,1,Fri handel
Johannevej 35,5000 Odense C,5500000.0,2024,177,5,1,Fri handel
Fædresmindevej 24,"Sanderum, 5250 Odense SV",3295000.0,2024,170,4,2,Fri handel
Østparken 84,"Fraugde, 5220 Odense SØ",2350000.0,2024,127,4,3,Fri handel
Tingvallavej 15,"Tarup, 5210 Odense NV",1650000.0,2024,107,4,2,Fri handel
Hedelandsvej 13,"Hjallese, 5260 Odense S",2150000.0,2024,113,6,1,Fri handel
Gudrunvænget 8,"Næsby, 5270 Odense N",1485000.0,2024,110,4,1,Fri handel
Barmosevej 2,"Davinde, 5220 Odense SØ",850000.0,2024,143,4,1,Fri handel
Sanderumvej 47,"Sanderum, 5250 Odense SV",2495000.0,2024,92,3,1,Fri handel
Kærnehøjvej 53,"Højby, 5260 Odense S",2250000.0,2024,131,3,1,Fri handel
Søren Eriksens Vej 4,"Næsby, 5270 Odense N",1795000.0,2024,125,5,2,Fri handel
Slørhatten 61,"Tornbjerg, 5220 Odense SØ",1356000.0,2024,82,3,1,Fri handel
"Mageløs 10, 1. th.",5000 Odense C,3005551.0,2024,132,4,1,Fri handel
"Albanigade 59, 2.",5000 Odense C,1595000.0,2024,64,4,1,Fri handel
Borsvinget 23R,"Bullerup, 5320 Agedrup",1475000.0,2024,101,4,2,Fri handel
Snedronningen 32,"Seden, 5240 Odense NØ",3400000.0,2024,159,5,2,Fri handel
Rensdyrløkken 175,"Slukefter, 5210 Odense NV",1445000.0,2024,91,4,1,Fri handel
Skt. Jørgens Engen 37,5000 Odense C,3150000.0,2024,108,4,2,Fri handel
Højvang 5,"Næsby, 5270 Odense N",2400000.0,2024,166,5,2,Fri handel
Ellekærshaven 45,"Dalum, 5250 Odense SV",2725000.0,2024,141,4,1,Fri handel
Ørnevej 86,"Snestrup, 5210 Odense NV",2045000.0,2024,133,6,2,Fri handel
"Steinsgade 1A, 2. tv.",5000 Odense C,7800000.0,2024,70,3,1,Fri handel
"Steinsgade 1A, st. tv.",5000 Odense C,7800000.0,2024,82,3,1,Fri handel
"Steinsgade 1A, 2. th.",5000 Odense C,7800000.0,2024,70,3,1,Fri handel
"Steinsgade 1A, 1. tv.",5000 Odense C,7800000.0,2024,86,3,1,Fri handel
"Steinsgade 1A, 1. th.",5000 Odense C,7800000.0,2024,82,3,1,Fri handel
"Steinsgade 1A, st. th.",5000 Odense C,7800000.0,2024,86,3,1,Fri handel
"Saxovej 91, 1. 30.","Tarup, 5210 Odense NV",450000.0,2024,38,1,1,Fri handel
Hybenvej 87,"Hjallese, 5260 Odense S",1400000.0,2024,79,3,1,Fri handel
Åbakken 33,"Bellinge, 5250 Odense SV",5325000.0,2024,167,6,3,Fri handel
Granvej 11,"Dyrup, 5250 Odense SV",2425000.0,2024,110,5,2,Fri handel
Kallerupvej 59,5230 Odense M,3875000.0,2024,116,5,1,Fri handel
"Rugårdsvej 34, 2. tv.",5000 Odense C,1940000.0,2024,84,3,1,Fri handel
Enrumvej 12,"Søhus, 5270 Odense N",1115000.0,2024,72,3,1,Fri handel
Pederstrupvej 34,"Slukefter, 5210 Odense NV",2315000.0,2024,178,5,2,Fri handel
Bynkevænget 8,"Slukefter, 5210 Odense NV",1940000.0,2024,153,5,2,Fri handel
Skt. Klemens Vej 50,"Skt Klemens, 5260 Odense S",2600000.0,2024,156,5,2,Fri handel
"Hans Tausens Gade 20, 3. th.",5000 Odense C,1560000.0,2024,87,2,1,Fri handel
Morelvej 305,"Sanderum, 5250 Odense SV",1975000.0,2024,100,4,2,Fri handel
Morelvej 147,"Sanderum, 5250 Odense SV",1125000.0,2024,72,3,1,Fri handel
"Østerbæksvej 9, 1. th.",5230 Odense M,1360000.0,2024,71,2,1,Fri handel
Munkebjergvej 44,5000 Odense C,3850000.0,2024,169,6,3,Fri handel
Ågade 2,"Næsby, 5270 Odense N",1630000.0,2024,108,3,2,Fri handel
Volderslevvej 41,"Hjallese, 5260 Odense S",1240000.0,2024,90,3,2,Fri handel
Lavendelhaven 8,"Bullerup, 5320 Agedrup",1800000.0,2024,120,4,1,Fri handel
Vejrup-Vej 79,"Vejrup, 5491 Blommenslyst",1725000.0,2024,106,4,2,Fri handel
Gyvelvej 3,"Bellinge, 5250 Odense SV",1815000.0,2024,115,5,1,Fri handel
Stenløsevej 135,"Hjallese, 5260 Odense S",2305000.0,2024,100,4,1,Fri handel
Ahornvej 64,"Dyrup, 5250 Odense SV",2830000.0,2024,167,6,2,Fri handel
Ingolfs Allé 8,"Dalum, 5250 Odense SV",3950000.0,2024,140,5,1,Fri handel
Ejersmindevej 5,"Sanderum, 5250 Odense SV",3200000.0,2024,206,7,2,Fri handel
Bådvej 57,5240 Odense NØ,1350000.0,2024,173,5,2,Fri handel
"Bernstorffsvej 2, 1.",5000 Odense C,1400000.0,2024,81,3,1,Fri handel
Svendborgvej 222,"Lindved, 5260 Odense S",1825000.0,2024,84,3,1,Fri handel
Kløverbakken 16,"Skt Klemens, 5260 Odense S",1465000.0,2024,85,3,2,Fri handel
Anderuplunden 75,"Anderup, 5270 Odense N",1275000.0,2024,65,3,1,Fri handel
Bakkeskråningen 15,"Næsby, 5270 Odense N",2970000.0,2024,192,6,2,Fri handel
Damhusvej 91,5000 Odense C,1900000.0,2024,96,5,2,Fri handel
Ærøgade 7,5000 Odense C,5700000.0,2024,153,4,3,Fri handel
Guldsmedevænget 101,"Hjallese, 5260 Odense S",2250000.0,2024,130,5,1,Fri handel
Fengersvej 24,5230 Odense M,5800000.0,2024,210,8,3,Fri handel
Rugårdsvej 169,"Tarup, 5210 Odense NV",1895000.0,2024,88,5,2,Fri handel
Lundsvænget 7,"Næsby, 5270 Odense N",1825000.0,2024,134,5,2,Fri handel
Langkærgårdvænget 11,"Næsbyhoved-Broby, 5270 Odense N",3175000.0,2024,153,5,2,Fri handel
Morelvej 299,"Sanderum, 5250 Odense SV",1660000.0,2024,99,5,1,Fri handel
"Skt. Knuds Gade 18, 2.",5000 Odense C,1735000.0,2024,60,2,1,Fri handel
Klaus Berntsens Vej 69,"Højby, 5260 Odense S",2099000.0,2024,157,4,2,Fri handel
"Juelsgade 23, 1.",5000 Odense C,2975000.0,2024,119,3,2,Fri handel
Blåklokkevej 47,"Dyrup, 5250 Odense SV",1750000.0,2024,187,4,1,Fri handel
Tyge Rothes Vej 13,5230 Odense M,4752000.0,2024,140,7,3,Fri handel
Døckerslundsvej 175,5000 Odense C,2475000.0,2024,126,4,2,Fri handel
Bellingevej 69,"Bellinge, 5250 Odense SV",3600000.0,2024,183,6,2,Fri handel
Stellavej 25,"Paarup, 5210 Odense NV",3275000.0,2024,173,5,2,Fri handel
Vildrosevej 6,5220 Odense SØ,2565000.0,2024,92,4,2,Fri handel
Hestehøjvej 131,"Højby, 5260 Odense S",2350000.0,2024,148,5,1,Fri handel
"Svendborgvej 105, 1.","Hjallese, 5260 Odense S",1850000.0,2024,65,2,1,Fri handel
"Svendborgvej 105, st.","Hjallese, 5260 Odense S",1850000.0,2024,85,4,1,Fri handel
"Munkebjergvej 31, 1.",5000 Odense C,3390000.0,2024,114,3,1,Fri handel
"Munkebjergvej 31, st.",5000 Odense C,3390000.0,2024,85,3,1,Fri handel
Virkensbjerget 11,"Sanderum, 5250 Odense SV",2700000.0,2024,155,7,2,Fri handel
Pilevangen 12,"Tarup, 5210 Odense NV",3750000.0,2024,177,6,2,Fri handel
Langelinie 54,5230 Odense M,14000000.0,2024,252,7,2,Fri handel
Kærnehøjvej 50,"Højby, 5260 Odense S",3200000.0,2024,215,7,2,Fri handel
Sprogøvej 33,5000 Odense C,2050000.0,2024,88,4,1,Fri handel
Helleløkken 2Q,"Brændekilde, 5250 Odense SV",3445000.0,2024,212,7,2,Fri handel
Persillehaven 13,"Bullerup, 5320 Agedrup",880000.0,2024,168,5,2,Fri handel
Løvsangervænget 6,"Snestrup, 5210 Odense NV",2580000.0,2024,120,5,2,Fri handel
Præstevej 53,"Korup, 5210 Odense NV",1165000.0,2024,100,4,2,Fri handel
Kroggårdvej 63,"Næsby, 5270 Odense N",2290000.0,2024,134,5,1,Fri handel
Lønnevænget 7,"Stige, 5270 Odense N",1600000.0,2024,95,4,1,Fri handel
Lumbyvej 36B,"Næsby, 5000 Odense C",1780000.0,2024,83,3,2,Fri handel
Lumbyvej 36B,"Næsby, 5000 Odense C",1780000.0,2024,83,3,2,Fri handel
Morelvej 249,"Sanderum, 5250 Odense SV",1675000.0,2024,101,4,1,Fri handel
Valkendrupsgyden 119,"Næsbyhoved-Broby, 5270 Odense N",2175000.0,2024,174,6,2,Fri handel
Ærtebjerggårdvej 56,"Kirkendrup, 5270 Odense N",1875000.0,2024,147,4,2,Fri handel
Blåbærvej 16,"Hjallese, 5260 Odense S",1860000.0,2024,85,3,1,Fri handel
Elmebakken 23,"Skt Klemens, 5260 Odense S",3100000.0,2024,120,4,2,Fri handel
Njalsvej 45,"Højstrup, 5210 Odense NV",1250000.0,2024,78,4,1,Fri handel
Guldsmedevænget 127,"Hjallese, 5260 Odense S",2050000.0,2024,96,4,1,Fri handel
Østparken 85,"Fraugde, 5220 Odense SØ",1950000.0,2024,125,4,2,Fri handel
Egilsvej 123,"Højstrup, 5210 Odense NV",1500000.0,2024,98,3,1,Fri handel
Købkesvej 18,5230 Odense M,4150000.0,2024,175,6,2,Fri handel
Askvej 53,"Dyrup, 5250 Odense SV",1970000.0,2024,123,4,2,Fri handel
Grynmøllen 16,"Hjallese, 5260 Odense S",3400000.0,2024,131,4,2,Fri handel
Møllebakken 16,"Skt Klemens, 5260 Odense S",1795000.0,2024,166,7,1,Fri handel
Kristiansdals Allé 158,"Dalum, 5250 Odense SV",4950000.0,2024,179,5,3,Fri handel
Lisas Allé 10,"Dyrup, 5250 Odense SV",2660000.0,2024,126,4,2,Fri handel
Vinkelen 6,"Bullerup, 5320 Agedrup",2400000.0,2024,159,5,2,Fri handel
"Guldbergsvej 12, 3. tv.",5000 Odense C,2015000.0,2024,88,4,1,Fri handel
Vægtens Kvarter 55,"Holluf Pile, 5220 Odense SØ",1700000.0,2024,90,4,1,Fri handel
"Nyborgvej 1B, st. th.",5000 Odense C,1190000.0,2024,45,2,1,Fri handel
Jens Juels Vej 3,5230 Odense M,3095000.0,2024,142,5,2,Fri handel
Klaus Berntsens Vej 2,"Højby, 5260 Odense S",2650000.0,2024,180,7,2,Fri handel
Teisensvej 11,5000 Odense C,3325000.0,2024,139,4,1,Fri handel
Storkeløkken 14,"Kirkendrup, 5270 Odense N",2035000.0,2024,112,4,1,Fri handel
Elvej 6B,"Hjallese, 5260 Odense S",2630000.0,2024,122,4,2,Fri handel
Ildfuglevænget 125,"Hjallese, 5260 Odense S",1700000.0,2024,113,4,2,Fri handel
"Holmehusvej 73, st. th.",5000 Odense C,1055000.0,2024,63,2,1,Fri handel
"Skt. Jørgens Gade 79, st.",5000 Odense C,1912000.0,2024,90,4,1,Fri handel
"Palnatokesvej 62, 2. tv.",5000 Odense C,1375000.0,2024,78,3,1,Fri handel
Bækholmen 26,"Seden, 5240 Odense NØ",1715000.0,2024,110,4,2,Fri handel
Nyhavevej 66,"Davinde, 5220 Odense SØ",2760000.0,2024,138,4,1,Fri handel
Klaus Berntsens Vej 153,"Højby, 5260 Odense S",2525000.0,2024,122,4,1,Fri handel
Fangel Bygade 11B,"Fangel, 5260 Odense S",2080000.0,2024,138,6,1,Fri handel
Lungstedløkken 47,"Bellinge, 5250 Odense SV",1720000.0,2024,130,4,2,Fri handel
Segelckesvej 7,5000 Odense C,6895000.0,2024,160,6,3,Fri handel
Marienlystvej 12,5000 Odense C,3320000.0,2024,111,4,1,Fri handel
Nattergalevænget 16,"Snestrup, 5210 Odense NV",3195000.0,2024,190,3,2,Fri handel
Engsvinget 31,"Bellinge, 5250 Odense SV",4500000.0,2024,206,7,1,Fri handel
Bøgesangervænget 4,"Snestrup, 5210 Odense NV",2220000.0,2024,127,5,2,Fri handel
Broløkkevej 82,"Sanderum, 5250 Odense SV",2650000.0,2024,115,4,2,Fri handel
Sportoften 8,"Agedrup, 5320 Agedrup",1240000.0,2024,101,3,1,Fri handel
Arendalsvej 35,"Bullerup, 5320 Agedrup",2300000.0,2024,143,5,2,Fri handel
"Middelfartvej 145, st. th.","Bolbro, 5200 Odense V",800000.0,2024,58,2,1,Fri handel
Gærdesmuttevej 26,"Korup, 5210 Odense NV",2145000.0,2024,172,5,2,Fri handel
Faaborgvej 26D,"Dalum, 5250 Odense SV",2600000.0,2024,95,3,1,Fri handel
Østparken 103,"Fraugde, 5220 Odense SØ",1600000.0,2024,113,4,1,Fri handel
Smallemålet 39,"Sanderum, 5250 Odense SV",2895000.0,2024,147,5,2,Fri handel
Ibsensvej 39,5000 Odense C,3150000.0,2024,126,4,2,Fri handel
Kornmodvænget 4,"Korup, 5210 Odense NV",2050000.0,2024,213,6,2,Fri handel
Helgavej 25,5230 Odense M,11450000.0,2024,188,6,1,Fri handel
Njalsvej 23,"Højstrup, 5210 Odense NV",1600000.0,2024,87,4,1,Fri handel
Kochsgade 155,5000 Odense C,2310000.0,2024,93,4,2,Fri handel
"Rødegårdsvej 139, 1.",5230 Odense M,1350000.0,2024,80,3,1,Fri handel
Aarestrupsvej 10,5230 Odense M,5000000.0,2024,150,5,2,Fri handel
"Æbleparken 9, 2.","Søhus, 5270 Odense N",690000.0,2024,59,2,1,Fri handel
Ternevej 48,"Snestrup, 5210 Odense NV",3220000.0,2024,190,4,2,Fri handel
Marienlystvej 14,5000 Odense C,3300000.0,2024,99,3,2,Fri handel
Blichersvej 85,5230 Odense M,5700000.0,2024,177,6,2,Fri handel
Njalsvej 108,"Højstrup, 5210 Odense NV",1375000.0,2024,87,4,1,Fri handel
"Rødegårdsvej 139, st.",5230 Odense M,1350000.0,2024,85,3,1,Fri handel
Præstegårdsvænget 26,"Tarup, 5210 Odense NV",2800000.0,2024,106,4,1,Fri handel
Orionvænget 1,"Paarup, 5210 Odense NV",1975000.0,2024,138,6,2,Fri handel
Smedebakken 11,"Næsby, 5270 Odense N",2395000.0,2024,124,3,1,Fri handel
Tietgens Allé 59,5230 Odense M,4115000.0,2024,160,6,2,Fri handel
Ørnevej 76,"Snestrup, 5210 Odense NV",1795000.0,2024,80,3,1,Fri handel
Demantsvænget 8,"Hjallese, 5260 Odense S",4075000.0,2024,160,4,2,Fri handel
"Floravænget 10, st.","Dalum, 5250 Odense SV",763000.0,2024,58,2,1,Fri handel
Arendalsvej 28,"Bullerup, 5320 Agedrup",2200000.0,2024,167,4,1,Fri handel
Krogsløkkeparken 39,"Seden, 5240 Odense NØ",2000000.0,2024,146,4,2,Fri handel
Rasmus Nyerups Vej 8,5000 Odense C,2500000.0,2024,83,3,1,Fri handel
Krengerupvænget 58,5230 Odense M,2560000.0,2024,89,4,1,Fri handel
Multoftevænget 10,"Fangel, 5260 Odense S",2495000.0,2024,184,7,2,Fri handel
Høstlyngen 18,"Stige, 5270 Odense N",2475000.0,2024,130,5,1,Fri handel
Rugløkkevej 18,"Seden, 5240 Odense NØ",2325000.0,2024,136,4,2,Fri handel
"Floravænget 15, st. tv.","Dalum, 5250 Odense SV",1220000.0,2024,83,3,1,Fri handel
Ejbygade 4D,5220 Odense SØ,2095000.0,2024,96,4,2,Fri handel
Banevænget 8,"Næsby, 5270 Odense N",1850000.0,2024,114,3,1,Fri handel
Lupinvej 25,"Tarup, 5210 Odense NV",2995000.0,2024,145,4,1,Fri handel
"Guldbergsvej 12, st. tv.",5000 Odense C,2250000.0,2024,92,4,1,Fri handel
Jernbanevej 5,"Tarup, 5210 Odense NV",3950000.0,2024,110,4,2,Fri handel
Sanderumvej 176B,"Sanderum, 5250 Odense SV",1700000.0,2024,131,4,1,Fri handel
Rasmus Rasks Allé 43,"Bellinge, 5250 Odense SV",2530000.0,2024,178,6,2,Fri handel
"Skibhusvej 37, st. tv.",5000 Odense C,1770000.0,2024,102,3,1,Fri handel
Blåbærvej 44,"Hjallese, 5260 Odense S",3075000.0,2024,117,4,2,Fri handel
Engblommen 6,"Fraugde, 5220 Odense SØ",3950000.0,2024,185,6,2,Fri handel
"Billesgade 17D, 2. tv.",5000 Odense C,1825000.0,2024,70,3,1,Fri handel
Mågebakken 105,"Sanderum, 5250 Odense SV",3550000.0,2024,205,6,2,Fri handel
"Holmehusvej 70, 1. tv.",5000 Odense C,1150000.0,2024,63,2,1,Fri handel
Bronzevej 19E,"Bellinge, 5250 Odense SV",1067000.0,2024,192,5,2,Fri handel
Søbakkevej 37,"Slukefter, 5210 Odense NV",2700000.0,2024,130,7,1,Fri handel
Fangelvej 130,"Fangel, 5260 Odense S",8380000.0,2024,255,7,1,Fri handel
Mågebakken 165,"Sanderum, 5250 Odense SV",3100000.0,2024,162,6,2,Fri handel
Rågelundvej 119,"Aasum, 5240 Odense NØ",750000.0,2024,160,5,1,Fri handel
Parallellen 9,"Bullerup, 5320 Agedrup",1800000.0,2024,150,6,2,Fri handel
Otte Ruds Vej 16,5220 Odense SØ,2450000.0,2024,119,4,1,Fri handel
Fuglebakken 63,"Snestrup, 5210 Odense NV",2400000.0,2024,137,5,2,Fri handel
Freysvænget 13,"Bolbro, 5200 Odense V",1950000.0,2024,121,4,1,Fri handel
"Drewsensvej 7, st. tv.",5000 Odense C,2100000.0,2024,92,3,1,Fri handel
Holbergvænget 12,5230 Odense M,3900000.0,2024,156,4,1,Fri handel
"Nyborgvej 1E, 1. tv.",5000 Odense C,1190000.0,2024,45,2,1,Fri handel
Holbergvænget 12,5230 Odense M,3900000.0,2024,156,4,1,Fri handel
Hjulets Kvarter 614,"Holluf Pile, 5220 Odense SØ",1725000.0,2024,112,4,2,Fri handel
Stensgårdvænget 16,5230 Odense M,2700000.0,2024,112,4,1,Fri handel
Stenløsevej 118,"Hjallese, 5260 Odense S",1690000.0,2024,110,4,2,Fri handel
Korsgade 14,"Allesø, 5270 Odense N",2150000.0,2024,251,12,1,Fri handel
Radisehaven 1,"Aasum, 5320 Agedrup",900000.0,2024,206,5,3,Fri handel
"Duftrankevej 150, 1. th.",5200 Odense V,2800000.0,2024,114,4,2,Fri handel
Majorvangen 3,"Næsby, 5270 Odense N",1820000.0,2024,130,4,2,Fri handel
Ananasvænget 8,"Søhus, 5270 Odense N",1797000.0,2024,115,3,1,Fri handel
Møllestedet 5,"Næsbyhoved-Broby, 5270 Odense N",2837500.0,2024,163,5,2,Fri handel
Rasmus Rasks Allé 63,"Bellinge, 5250 Odense SV",1995000.0,2024,132,5,2,Fri handel
Smedevænget 10,5230 Odense M,4500000.0,2024,164,7,2,Fri handel
Pilegårdvænget 6,"Seden, 5240 Odense NØ",2500000.0,2024,123,4,2,Fri handel
Vendersvej 32,5000 Odense C,1700000.0,2024,77,4,1,Fri handel
Henriettevej 58,5000 Odense C,4000000.0,2024,94,3,1,Fri handel
"Nansensgade 17, 2. tv.",5000 Odense C,1715000.0,2024,75,3,1,Fri handel
Dyrupgårdvænget 92,"Dyrup, 5250 Odense SV",3000000.0,2024,187,6,2,Fri handel
Hedelundvej 114,"Stige, 5270 Odense N",1435000.0,2024,88,3,1,Fri handel
Marthavænget 20,"Næsby, 5270 Odense N",1385000.0,2024,86,4,1,Fri handel
"Østre Stationsvej 37L, 1. 3.",5000 Odense C,1945000.0,2024,70,3,1,Fri handel
